rnum,rank,rankInten,rankOldAndNew,movieCd,movieNm,openDt,salesAmt,salesShare,salesInten,salesChange,salesAcc,audiCnt,audiInten,audiChange,audiAcc,scrnCnt,showCnt,targetDt,aud_per_show
4,4,0,OLD,20183782,기생충,2019-05-30,218156710,2.7,42152090,23.9,82942448435,24797,2719,12.3,9710700,471,945,20190705,26.24
4,4,0,OLD,20183782,기생충,2019-05-30,308185560,2.0,90028850,41.3,83250633995,34674,9877,39.8,9745374,410,762,20190706,45.5
4,4,0,OLD,20183782,기생충,2019-05-30,268342490,2.1,-39843070,-12.9,83518976485,30407,-4267,-12.3,9775781,416,749,20190707,40.6
4,4,0,OLD,20183782,기생충,2019-05-30,169764490,4.9,-98578000,-36.7,83688740975,22941,-7466,-24.6,9798722,476,1103,20190708,20.8
4,4,0,OLD,20183782,기생충,2019-05-30,172171870,4.8,2407380,1.4,83860912845,23287,346,1.5,9822009,488,1084,20190709,21.48
5,5,-1,OLD,20183782,기생충,2019-05-30,130538910,3.8,-41632960,-24.2,83991451755,18103,-5184,-22.3,9840112,383,798,20190710,22.69
5,5,0,OLD,20183782,기생충,2019-05-30,117862850,3.8,-12676060,-9.7,84109314605,16931,-1172,-6.5,9857043,357,640,20190711,26.45
5,5,0,OLD,20183782,기생충,2019-05-30,129261750,3.1,11398900,9.7,84238576355,17159,228,1.3,9874202,360,630,20190712,27.24
7,7,-2,OLD,20183782,기생충,2019-05-30,198468390,2.0,69206640,53.5,84437044745,24302,7143,41.6,9898504,314,522,20190713,46.56
7,7,0,OLD,20183782,기생충,2019-05-30,179004980,2.0,-19463410,-9.8,84616049725,22806,-1496,-6.2,9921310,315,528,20190714,43.19
5,5,2,OLD,20183782,기생충,2019-05-30,100586800,4.3,-78418180,-43.8,84716636525,14650,-8156,-35.8,9935960,372,703,20190715,20.84
5,5,0,OLD,20183782,기생충,2019-05-30,104922730,4.5,4335930,4.3,84821559255,15950,1300,8.9,9951910,374,712,20190716,22.4
6,6,-1,OLD,20183782,기생충,2019-05-30,50931020,1.2,-53991710,-51.5,84872490275,7886,-8064,-50.6,9959796,195,317,20190717,24.88
5,5,1,OLD,20183782,기생충,2019-05-30,55429630,1.5,4498610,8.8,84927919905,8446,560,7.1,9968242,196,305,20190718,27.69
5,5,0,OLD,20183782,기생충,2019-05-30,70737160,1.4,15307530,27.6,84998657065,9641,1195,14.1,9977883,192,308,20190719,31.3
5,5,0,OLD,20183782,기생충,2019-05-30,90959090,0.8,20221930,28.6,85089616155,11766,2125,22.0,9989649,154,227,20190720,51.83
5,5,0,OLD,20183782,기생충,2019-05-30,89627790,0.9,-1331300,-1.5,85179243945,11669,-97,-0.8,10001318,170,243,20190721,48.02
5,5,0,OLD,20183782,기생충,2019-05-30,60945700,2.1,-28682090,-32.0,85240189645,7503,-4166,-35.7,10008821,205,372,20190722,20.17
5,5,0,OLD,20183782,기생충,2019-05-30,69271400,2.5,8325700,13.7,85309461045,8675,1172,15.6,10017496,212,384,20190723,22.59
10,10,-5,OLD,20183782,기생충,2019-05-30,23193780,0.6,-46077620,-66.5,85332654825,2865,-5810,-67.0,10020361,78,118,20190724,24.28
10,10,0,OLD,20183782,기생충,2019-05-30,27834380,0.8,4640600,20.0,85360489205,3398,533,18.6,10023759,83,126,20190725,26.97
9,9,1,OLD,20183782,기생충,2019-05-30,35740260,0.8,7905880,28.4,85396229465,3879,481,14.2,10027638,94,140,20190726,27.71
9,9,0,OLD,20183782,기생충,2019-05-30,62986240,0.7,27245980,76.2,85459215705,6879,3000,77.3,10034517,94,151,20190727,45.56
9,9,0,OLD,20183782,기생충,2019-05-30,63485090,0.8,498850,0.8,85522700795,7326,447,6.5,10041843,99,160,20190728,45.79
10,10,-1,OLD,20183782,기생충,2019-05-30,42881570,1.1,-20603520,-32.5,85565582365,5161,-2165,-29.6,10047004,112,190,20190729,27.16
9,9,2,OLD,20183782,기생충,2019-05-30,22406760,0.3,3820890,20.6,85662768245,2531,226,9.8,10058839,41,80,20190802,31.64
9,9,0,OLD,20183782,기생충,2019-05-30,31308840,0.2,8902080,39.7,85694077085,3483,952,37.6,10062322,51,84,20190803,41.46
9,9,0,OLD,20183782,기생충,2019-05-30,25778470,0.2,-5530370,-17.7,85719855555,2923,-560,-16.1,10065245,57,87,20190804,33.6
1,1,4,OLD,20227762,올빼미,2022-11-23,960455022,49.4,918704022,2200.4,1076882022,101581,96942,2089.7,114564,1381,5974,20221123,17.0
1,1,0,OLD,20227762,올빼미,2022-11-23,633449261,45.7,-327005761,-34.0,1710331283,66802,-34779,-34.2,181366,1380,5516,20221124,12.11
1,1,0,OLD,20227762,올빼미,2022-11-23,1236686621,54.6,603237360,95.2,2947017904,123176,56374,84.4,304542,1433,6281,20221125,19.61
1,1,0,OLD,20227762,올빼미,2022-11-23,2681554436,55.2,1444867815,116.8,5628572340,260517,137341,111.5,565059,1541,6978,20221126,37.33
1,1,0,OLD,20227762,올빼미,2022-11-23,2581825924,57.0,-99728512,-3.7,8210398264,252630,-7887,-3.0,817689,1533,6858,20221127,36.84
1,1,0,OLD,20227762,올빼미,2022-11-23,699243880,59.5,-1882582044,-72.9,8909642144,75324,-177306,-70.2,893013,1456,5758,20221128,13.08
1,1,0,OLD,20227762,올빼미,2022-11-23,907969712,59.3,208725832,29.9,9817611856,96636,21312,28.3,989649,1490,6400,20221129,15.1
1,1,0,OLD,20227762,올빼미,2022-11-23,1073271998,32.9,165302286,18.2,10890883854,137667,41031,42.5,1127316,1269,4673,20221130,29.46
1,1,0,OLD,20227762,올빼미,2022-11-23,784952401,37.7,-288319597,-26.9,11675836255,83226,-54441,-39.5,1210542,1270,4672,20221201,17.81
1,1,0,OLD,20227762,올빼미,2022-11-23,941706790,42.4,156754389,20.0,12617543045,95842,12616,15.2,1306384,1359,4969,20221202,19.29
1,1,0,OLD,20227762,올빼미,2022-11-23,2419490790,46.9,1477784000,156.9,15037033835,235134,139292,145.3,1541518,1471,5995,20221203,39.22
1,1,0,OLD,20227762,올빼미,2022-11-23,2275330550,46.2,-144160240,-6.0,17312364385,222131,-13003,-5.5,1763649,1478,5915,20221204,37.55
1,1,0,OLD,20227762,올빼미,2022-11-23,650036614,47.8,-1625293936,-71.4,17962400999,68698,-153433,-69.1,1832347,1329,5259,20221205,13.06
1,1,0,OLD,20227762,올빼미,2022-11-23,644717442,45.6,-5319172,-0.8,18607118441,68722,24,0.0,1901069,1357,5289,20221206,12.99
1,1,0,OLD,20227762,올빼미,2022-11-23,707704742,41.8,62987300,9.8,19314823183,75018,6296,9.2,1976087,1337,5406,20221207,13.88
1,1,0,OLD,20227762,올빼미,2022-11-23,717271845,43.4,9567103,1.4,20032095028,75860,842,1.1,2051947,1336,5450,20221208,13.92
1,1,0,OLD,20227762,올빼미,2022-11-23,1014010417,48.5,296738572,41.4,21046105445,102532,26672,35.2,2154479,1446,5934,20221209,17.28
1,1,0,OLD,20227762,올빼미,2022-11-23,1983805832,48.4,969795415,95.6,23029911277,193220,90688,88.4,2347699,1479,6360,20221210,30.38
1,1,0,OLD,20227762,올빼미,2022-11-23,1774737473,45.7,-209068359,-10.5,24804648750,172792,-20428,-10.6,2520491,1462,6207,20221211,27.84
1,1,0,OLD,20227762,올빼미,2022-11-23,618090996,47.0,-1156646477,-65.2,25422739746,65260,-107532,-62.2,2585751,1414,5751,20221212,11.35
1,1,0,OLD,20227762,올빼미,2022-11-23,625543346,43.0,7452350,1.2,26048283092,66228,968,1.5,2651979,1441,5713,20221213,11.59
2,2,-1,OLD,20227762,올빼미,2022-11-23,310191475,6.3,-315351871,-50.4,26358474567,32251,-33977,-51.3,2684230,765,1610,20221214,20.03
2,2,0,OLD,20227762,올빼미,2022-11-23,323963932,7.7,13772457,4.4,26682438499,33683,1432,4.4,2717913,816,1657,20221215,20.33
2,2,0,OLD,20227762,올빼미,2022-11-23,459513485,7.6,135549553,41.8,27141951984,45812,12129,36.0,2763725,840,1747,20221216,26.22
2,2,0,OLD,20227762,올빼미,2022-11-23,702092042,5.8,242578557,52.8,27844044026,67545,21733,47.4,2831270,839,1668,20221217,40.49
2,2,0,OLD,20227762,올빼미,2022-11-23,640565549,5.6,-61526493,-8.8,28484609575,61860,-5685,-8.4,2893130,808,1626,20221218,38.04
2,2,0,OLD,20227762,올빼미,2022-11-23,272257353,7.0,-368308196,-57.5,28756866928,28385,-33475,-54.1,2921515,817,1728,20221219,16.43
2,2,0,OLD,20227762,올빼미,2022-11-23,295333210,7.7,23075857,8.5,29052200138,30777,2392,8.4,2952292,839,1765,20221220,17.44
3,3,-1,OLD,20227762,올빼미,2022-11-23,167530714,3.8,-127802496,-43.3,29219730852,17468,-13309,-43.2,2969760,510,847,20221221,20.62
3,3,0,OLD,20227762,올빼미,2022-11-23,157997699,3.9,-9533015,-5.7,29377728551,16006,-1462,-8.4,2985766,507,822,20221222,19.47
3,3,0,OLD,20227762,올빼미,2022-11-23,229171751,3.9,71174052,45.0,29606900302,22468,6462,40.4,3008234,528,883,20221223,25.45
4,4,-1,OLD,20227762,올빼미,2022-11-23,468361602,3.2,239189851,104.4,30075261904,44126,21658,96.4,3052360,535,873,20221224,50.55
5,5,-1,OLD,20227762,올빼미,2022-11-23,503569336,3.5,35207734,7.5,30578831240,47327,3201,7.3,3099687,549,876,20221225,54.03
3,3,2,OLD,20227762,올빼미,2022-11-23,181623177,4.2,-321946159,-63.9,30760454417,18685,-28642,-60.5,3118372,545,910,20221226,20.53
3,3,0,OLD,20227762,올빼미,2022-11-23,178797805,4.5,-2825372,-1.6,30939252222,18478,-207,-1.1,3136850,570,955,20221227,19.35
5,5,-2,OLD,20227762,올빼미,2022-11-23,134019369,3.1,-44778436,-25.0,31073271591,16767,-1711,-9.3,3153617,436,661,20221228,25.37
5,5,0,OLD,20227762,올빼미,2022-11-23,149047058,3.3,15027689,11.2,31222318649,15402,-1365,-8.1,3169019,430,659,20221229,23.37
5,5,0,OLD,20227762,올빼미,2022-11-23,237874911,3.5,88827853,59.6,31460193560,23430,8028,52.1,3192449,451,730,20221230,32.1
5,5,0,OLD,20227762,올빼미,2022-11-23,241944506,2.8,-66929484,-21.7,32011012056,23419,-6899,-22.8,3246186,448,674,20230101,34.75
4,4,1,OLD,20227762,올빼미,2022-11-23,102025344,3.3,-139919162,-57.8,32113037400,10471,-12948,-55.3,3256657,427,710,20230102,14.75
5,5,-1,OLD,20227762,올빼미,2022-11-23,93656986,3.5,-8368358,-8.2,32206694386,9593,-878,-8.4,3266250,432,702,20230103,13.67
7,7,-2,OLD,20227762,올빼미,2022-11-23,41884767,1.3,-51772219,-55.3,32248579153,4217,-5376,-56.0,3270467,212,281,20230104,15.01
7,7,0,OLD,20227762,올빼미,2022-11-23,29322560,1.0,-12562207,-30.0,32277901713,2994,-1223,-29.0,3273461,205,270,20230105,11.09
7,7,0,OLD,20227762,올빼미,2022-11-23,40528484,1.1,11205924,38.2,32318430197,3938,944,31.5,3277399,202,276,20230106,14.27
7,7,0,OLD,20227762,올빼미,2022-11-23,84250857,1.0,43722373,107.9,32402681054,8016,4078,103.6,3285415,204,282,20230107,28.43
8,8,-1,OLD,20227762,올빼미,2022-11-23,63333535,0.9,-20917322,-24.8,32466014589,6012,-2004,-25.0,3291427,189,264,20230108,22.77
7,7,1,OLD,20227762,올빼미,2022-11-23,24459432,1.0,-38874103,-61.4,32490474021,2407,-3605,-60.0,3293834,197,270,20230109,8.91
7,7,0,OLD,20227762,올빼미,2022-11-23,21622363,1.0,-2837069,-11.6,32512096384,2140,-267,-11.1,3295974,202,277,20230110,7.73
8,8,-1,OLD,20227762,올빼미,2022-11-23,25012196,1.1,3389833,15.7,32537108580,2435,295,13.8,3298409,238,323,20230111,7.54
8,8,0,OLD,20227762,올빼미,2022-11-23,25345365,1.2,333169,1.3,32562453945,2488,53,2.2,3300897,248,332,20230112,7.49
7,7,1,OLD,20227762,올빼미,2022-11-23,34787278,1.2,9441913,37.3,32597241223,3242,754,30.3,3304139,259,364,20230113,8.91
7,7,0,OLD,20227762,올빼미,2022-11-23,81901326,1.3,47114048,135.4,32679142549,7461,4219,130.1,3311600,257,384,20230114,19.43
7,7,0,OLD,20227762,올빼미,2022-11-23,64865978,1.2,-17035348,-20.8,32744008527,5911,-1550,-20.8,3317511,238,362,20230115,16.33
8,8,-1,OLD,20227762,올빼미,2022-11-23,22189477,1.3,-42676501,-65.8,32766198004,2142,-3769,-63.8,3319653,239,345,20230116,6.21
7,7,1,OLD,20227762,올빼미,2022-11-23,20835380,1.2,-1354097,-6.1,32787033384,2008,-134,-6.3,3321661,238,345,20230117,5.82
1,1,37,OLD,20180939,남산의 부장들,2020-01-22,2048853040,56.1,2046630040,92066.1,2089286040,252058,251811,101947.8,257743,1363,7286,20200122,34.59
1,1,0,OLD,20180939,남산의 부장들,2020-01-22,2774779700,55.6,725926660,35.4,4864065740,334864,82806,32.9,592607,1380,7588,20200123,44.13
1,1,0,OLD,20180939,남산의 부장들,2020-01-22,4872825430,54.7,2098045730,75.6,9736891170,535123,200259,59.8,1127730,1563,8784,20200124,60.92
1,1,0,OLD,20180939,남산의 부장들,2020-01-22,6413286040,55.1,1540460610,31.6,16150177210,693992,158869,29.7,1821722,1617,9054,20200125,76.65
1,1,0,OLD,20180939,남산의 부장들,2020-01-22,7106650480,54.4,693364440,10.8,23256827690,782927,88935,12.8,2604649,1659,9261,20200126,84.54
1,1,0,OLD,20180939,남산의 부장들,2020-01-22,5535386690,51.3,-1571263790,-22.1,28792214380,621378,-161549,-20.6,3226027,1615,8914,20200127,69.71
1,1,0,OLD,20180939,남산의 부장들,2020-01-22,1508483910,50.0,-4026902780,-72.7,30300698290,187486,-433892,-69.8,3413513,1439,7804,20200128,24.02
1,1,0,OLD,20180939,남산의 부장들,2020-01-22,1301071800,46.2,-207412110,-13.7,31601770090,211957,24471,13.1,3625470,1462,7520,20200129,28.19
1,1,0,OLD,20180939,남산의 부장들,2020-01-22,945073180,44.1,-355998620,-27.4,32546843270,118078,-93879,-44.3,3743548,1383,7262,20200130,16.26
1,1,0,OLD,20180939,남산의 부장들,2020-01-22,1124047950,46.8,178974770,18.9,33670891220,130871,12793,10.8,3874419,1362,7355,20200131,17.79
1,1,0,OLD,20180939,남산의 부장들,2020-01-22,1888602720,47.5,764554770,68.0,35559493940,214004,83133,63.5,4088423,1384,7542,20200201,28.37
1,1,0,OLD,20180939,남산의 부장들,2020-01-22,1438625680,45.8,-449977040,-23.8,36998119620,163169,-50835,-23.8,4251592,1353,7300,20200202,22.35
1,1,0,OLD,20180939,남산의 부장들,2020-01-22,458960110,41.4,-979665570,-68.1,37457079730,56645,-106524,-65.3,4308237,1332,6290,20200203,9.01
1,1,0,OLD,20180939,남산의 부장들,2020-01-22,398133680,40.7,-60826430,-13.3,37855213410,48874,-7771,-13.7,4357111,1319,6081,20200204,8.04
3,3,-2,OLD,20180939,남산의 부장들,2020-01-22,280839300,14.7,-117294380,-29.5,38136052710,34549,-14325,-29.3,4391660,814,3359,20200205,10.29
3,3,0,OLD,20180939,남산의 부장들,2020-01-22,241043560,14.2,-39795740,-14.2,38377096270,29666,-4883,-14.1,4421326,800,3194,20200206,9.29
3,3,0,OLD,20180939,남산의 부장들,2020-01-22,288503120,14.7,47459560,19.7,38665599390,32676,3010,10.1,4454002,814,3216,20200207,10.16
3,3,0,OLD,20180939,남산의 부장들,2020-01-22,596467600,15.7,307964480,106.7,39262066990,66463,33787,103.4,4520465,837,3328,20200208,19.97
3,3,0,OLD,20180939,남산의 부장들,2020-01-22,539083260,15.2,-57384340,-9.6,39801150250,60064,-6399,-9.6,4580529,835,3237,20200209,18.56
3,3,0,OLD,20180939,남산의 부장들,2020-01-22,204592020,14.9,-334491240,-62.0,40005742270,25189,-34875,-58.1,4605718,771,2916,20200210,8.64
3,3,0,OLD,20180939,남산의 부장들,2020-01-22,196927370,14.0,-7664650,-3.7,40202669640,24195,-994,-3.9,4629913,790,2948,20200211,8.21
4,4,-1,OLD,20180939,남산의 부장들,2020-01-22,123441660,5.0,-73485710,-37.3,40326111300,15288,-8907,-36.8,4645201,556,1285,20200212,11.9
5,5,-1,OLD,20180939,남산의 부장들,2020-01-22,100589730,4.3,-22851930,-18.5,40426701030,12477,-2811,-18.4,4657678,541,1172,20200213,10.65
5,5,0,OLD,20180939,남산의 부장들,2020-01-22,135782320,4.4,35192590,35.0,40562483350,15453,2976,23.9,4673131,556,1190,20200214,12.99
6,6,-1,OLD,20180939,남산의 부장들,2020-01-22,231859970,4.3,96077650,70.8,40794343320,26252,10799,69.9,4699383,548,1125,20200215,23.34
6,6,0,OLD,20180939,남산의 부장들,2020-01-22,213728320,4.3,-18131650,-7.8,41008071640,24301,-1951,-7.4,4723684,525,1070,20200216,22.71
5,5,1,OLD,20180939,남산의 부장들,2020-01-22,75694380,4.3,-138033940,-64.6,41083766020,9399,-14902,-61.3,4733083,538,1088,20200217,8.64
5,5,0,OLD,20180939,남산의 부장들,2020-01-22,68233130,3.8,-7461250,-9.9,41151999150,8472,-927,-9.9,4741555,532,1068,20200218,7.93
10,10,1,OLD,20180939,남산의 부장들,2020-01-22,3080960,0.5,-5089720,-62.3,41209709750,382,-526,-57.9,4748387,94,135,20200224,2.83
2,2,0,NEW,20209654,헤어질 결심,2022-06-29,943860670,25.1,943860670,100.0,1036627670,114589,114589,100.0,124806,1374,5512,20220629,20.79
2,2,0,OLD,20209654,헤어질 결심,2022-06-29,609048570,20.0,-334812100,-35.5,1645676240,63121,-51468,-44.9,187927,1318,5186,20220630,12.17
2,2,0,OLD,20209654,헤어질 결심,2022-06-29,788079010,17.3,179030440,29.4,2433755250,76354,13233,21.0,264281,1265,5032,20220701,15.17
2,2,0,OLD,20209654,헤어질 결심,2022-06-29,1385316180,15.7,597237170,75.8,3819071430,132535,56181,73.6,396816,1165,4466,20220702,29.68
2,2,0,OLD,20209654,헤어질 결심,2022-06-29,1155001740,14.6,-230314440,-16.6,4974073170,111270,-21265,-16.0,508086,1119,4187,20220703,26.58
2,2,0,OLD,20209654,헤어질 결심,2022-06-29,494716790,17.7,-660284950,-57.2,5468789960,49558,-61712,-55.5,557644,1066,4051,20220704,12.23
2,2,0,OLD,20209654,헤어질 결심,2022-06-29,557948840,17.5,63232050,12.8,6026738800,55868,6310,12.7,613512,1079,4064,20220705,13.75
3,3,-1,OLD,20209654,헤어질 결심,2022-06-29,336628140,5.8,-221320700,-39.7,6363366940,33570,-22298,-39.9,647082,595,1350,20220706,24.87
3,3,0,OLD,20209654,헤어질 결심,2022-06-29,342604220,8.9,5976080,1.8,6705971160,33710,140,0.4,680792,619,1390,20220707,24.25
3,3,0,OLD,20209654,헤어질 결심,2022-06-29,471953140,8.9,129348920,37.8,7177924300,43823,10113,30.0,724615,654,1472,20220708,29.77
3,3,0,OLD,20209654,헤어질 결심,2022-06-29,893376640,8.0,421423500,89.3,8071300940,81522,37699,86.0,806137,742,1598,20220709,51.02
3,3,0,OLD,20209654,헤어질 결심,2022-06-29,853725820,8.8,-39650820,-4.4,8925026760,79032,-2490,-3.1,885169,751,1626,20220710,48.61
3,3,0,OLD,20209654,헤어질 결심,2022-06-29,430485110,15.0,-423240710,-49.6,9355511870,41861,-37171,-47.0,927030,677,1763,20220711,23.74
3,3,0,OLD,20209654,헤어질 결심,2022-06-29,437078190,17.0,6593080,1.5,9792590060,42230,369,0.9,969260,720,1815,20220712,23.27
4,4,-1,OLD,20209654,헤어질 결심,2022-06-29,343059200,11.2,-94018990,-21.5,10135649260,34876,-7354,-17.4,1004136,723,1520,20220713,22.94
3,3,1,OLD,20209654,헤어질 결심,2022-06-29,372682510,14.1,29623310,8.6,10508331770,35782,906,2.6,1039918,758,1620,20220714,22.09
3,3,0,OLD,20209654,헤어질 결심,2022-06-29,525001430,14.2,152318920,40.9,11033333200,47915,12133,33.9,1087833,806,1790,20220715,26.77
3,3,0,OLD,20209654,헤어질 결심,2022-06-29,900233000,12.2,375231570,71.5,11933566200,82263,34348,71.7,1170096,874,2074,20220716,39.66
3,3,0,OLD,20209654,헤어질 결심,2022-06-29,841128830,12.8,-59104170,-6.6,12774695030,77043,-5220,-6.3,1247139,848,2058,20220717,37.44
3,3,0,OLD,20209654,헤어질 결심,2022-06-29,373457240,16.2,-467671590,-55.6,13148152270,35928,-41115,-53.4,1283067,855,2129,20220718,16.88
3,3,0,OLD,20209654,헤어질 결심,2022-06-29,384741950,15.7,11284710,3.0,13532894220,37297,1369,3.8,1320364,864,2156,20220719,17.3
4,4,-1,OLD,20209654,헤어질 결심,2022-06-29,218398688,5.1,-166343262,-43.2,13751292908,21092,-16205,-43.4,1341456,494,867,20220720,24.33
4,4,0,OLD,20209654,헤어질 결심,2022-06-29,256436916,7.8,38038228,17.4,14007729824,24710,3618,17.2,1366166,642,1068,20220721,23.14
4,4,0,OLD,20209654,헤어질 결심,2022-06-29,347943058,8.2,91506142,35.7,14355672882,31656,6946,28.1,1397822,647,1140,20220722,27.77
4,4,0,OLD,20209654,헤어질 결심,2022-06-29,587592603,6.9,239649545,68.9,14943265485,53054,21398,67.6,1450876,654,1212,20220723,43.77
4,4,0,OLD,20209654,헤어질 결심,2022-06-29,556555056,6.7,-31037547,-5.3,15499820541,50467,-2587,-4.9,1501343,664,1210,20220724,41.71
4,4,0,OLD,20209654,헤어질 결심,2022-06-29,283500303,9.3,-273054753,-49.1,15783320844,27435,-23032,-45.6,1528778,666,1335,20220725,20.55
4,4,0,OLD,20209654,헤어질 결심,2022-06-29,278367179,9.8,-5133124,-1.8,16061688023,27098,-337,-1.2,1555876,672,1371,20220726,19.77
5,5,-1,OLD,20209654,헤어질 결심,2022-06-29,184887746,3.4,-93479433,-33.6,16246575769,22087,-5011,-18.5,1577963,398,671,20220727,32.92
6,6,-1,OLD,20209654,헤어질 결심,2022-06-29,167031737,3.5,-17856009,-9.7,16413607506,15820,-6267,-28.4,1593783,392,658,20220728,24.04
6,6,0,OLD,20209654,헤어질 결심,2022-06-29,227221677,3.6,60189940,36.0,16640829183,20546,4726,29.9,1614329,418,719,20220729,28.58
6,6,0,OLD,20209654,헤어질 결심,2022-06-29,338627537,2.9,111405860,49.0,16979456720,30453,9907,48.2,1644782,421,742,20220730,41.04
6,6,0,OLD,20209654,헤어질 결심,2022-06-29,300481783,2.7,-38145754,-11.3,17279938503,27313,-3140,-10.3,1672095,440,740,20220731,36.91
6,6,0,OLD,20209654,헤어질 결심,2022-06-29,190364696,2.8,-110117087,-36.6,17470303199,18220,-9093,-33.3,1690315,411,751,20220801,24.26
6,6,0,OLD,20209654,헤어질 결심,2022-06-29,190209473,3.1,-155223,-0.1,17660512672,18263,43,0.2,1708578,412,752,20220802,24.29
7,7,-1,OLD,20209654,헤어질 결심,2022-06-29,104273297,1.5,-85936176,-45.2,17764785969,9827,-8436,-46.2,1718405,255,410,20220803,23.97
6,6,1,OLD,20209654,헤어질 결심,2022-06-29,107314159,2.0,3040862,2.9,17872100128,10209,382,3.9,1728614,265,415,20220804,24.6
6,6,0,OLD,20209654,헤어질 결심,2022-06-29,142017614,2.3,34703455,32.3,18014117742,13226,3017,29.6,1741840,265,432,20220805,30.62
7,7,-1,OLD,20209654,헤어질 결심,2022-06-29,201851173,1.9,59833559,42.1,18215968915,18001,4775,36.1,1759841,278,438,20220806,41.1
6,6,1,OLD,20209654,헤어질 결심,2022-06-29,169174033,1.7,-32677140,-16.2,18385142948,15203,-2798,-15.5,1775044,266,426,20220807,35.69
5,5,1,OLD,20209654,헤어질 결심,2022-06-29,87074396,2.6,-82099637,-48.5,18472217344,8256,-6947,-45.7,1783300,257,443,20220808,18.64
5,5,0,OLD,20209654,헤어질 결심,2022-06-29,74363000,2.5,-12711396,-14.6,18546580344,7025,-1231,-14.9,1790325,270,452,20220809,15.54
7,7,-2,OLD,20209654,헤어질 결심,2022-06-29,40394099,0.9,-33968901,-45.7,18586974443,3916,-3109,-44.3,1794241,160,219,20220810,17.88
8,8,-1,OLD,20209654,헤어질 결심,2022-06-29,42201119,1.1,1807020,4.5,18629175562,4040,124,3.2,1798281,164,224,20220811,18.04
7,7,1,OLD,20209654,헤어질 결심,2022-06-29,55674459,1.1,13473340,31.9,18684850021,5102,1062,26.3,1803383,177,240,20220812,21.26
9,9,-2,OLD,20209654,헤어질 결심,2022-06-29,77488055,0.8,21813596,39.2,18762338076,6889,1787,35.0,1810272,177,235,20220813,29.31
9,9,0,OLD,20209654,헤어질 결심,2022-06-29,84606718,0.7,7118663,9.2,18846944794,7657,768,11.1,1817929,185,237,20220814,32.31
9,9,0,OLD,20209654,헤어질 결심,2022-06-29,74959252,0.7,-9647466,-11.4,18921904046,6886,-771,-10.1,1824815,176,231,20220815,29.81
8,8,1,OLD,20209654,헤어질 결심,2022-06-29,40298617,1.3,-34660635,-46.2,18962202663,3878,-3008,-43.7,1828693,175,250,20220816,15.51
9,9,-1,OLD,20209654,헤어질 결심,2022-06-29,29231858,0.9,-11066759,-27.5,18991434521,2856,-1022,-26.4,1831549,134,192,20220817,14.88
9,9,0,OLD,20209654,헤어질 결심,2022-06-29,26965998,1.0,-2265860,-7.8,19018400519,2656,-200,-7.0,1834205,133,187,20220818,14.2
8,8,1,OLD,20209654,헤어질 결심,2022-06-29,31056578,1.0,4090580,15.2,19049457097,2850,194,7.3,1837055,144,205,20220819,13.9
10,10,-2,OLD,20209654,헤어질 결심,2022-06-29,49939759,0.7,18883181,60.8,19099396856,4568,1718,60.3,1841623,135,197,20220820,23.19
8,8,3,OLD,20209654,헤어질 결심,2022-06-29,25413817,1.3,-16814180,-39.8,19167038670,2461,-1452,-37.1,1847997,141,217,20220822,11.34
9,9,-1,OLD,20209654,헤어질 결심,2022-06-29,27041797,1.5,1627980,6.4,19194080467,2608,147,6.0,1850605,144,222,20220823,11.75
8,8,1,OLD,20209654,헤어질 결심,2022-06-29,16287900,0.7,-10753897,-39.8,19210368367,1616,-992,-38.0,1852221,96,133,20220824,12.15
9,9,2,OLD,20209654,헤어질 결심,2022-06-29,20097100,0.8,4402602,28.1,19246159965,1748,264,17.8,1855453,97,132,20220826,13.24
8,8,5,OLD,20209654,헤어질 결심,2022-06-29,14133599,1.0,-13099697,-48.1,19316757857,1377,-963,-41.2,1861839,90,132,20220829,10.43
10,10,-2,OLD,20209654,헤어질 결심,2022-06-29,15243500,1.0,1109901,7.9,19332001357,1450,73,5.3,1863289,93,129,20220830,11.24
