영화명,날짜,일별관객수,누적관객수,스크린수,상영횟수,매출액,누적매출액,1주차_관객수,2주차_관객수,2주차_감소율,3~5주차_평균감소율,총관객수,장르,런타임,관람등급,평점,투표수,인기도,배우,제작사,배급사,영상제목,업로드일,개봉일,D-day,조회수,좋아요,댓글수,그룹,코로나구분,주차,연휴효과,평점신뢰도
서울의 봄,2023-12-04,214343,4869377,2196,8417,2020080226,46555140679,2349066,2703248,15.077566998968951,-15.205807944223311,12184967,"드라마, 스릴러, 액션, 전쟁, 역사, 범죄",141,12,7.497,144,4.3908,"황정민, 정우성, 이성민",Hive Media Corp,Hive Media Corp,"'111초의 압도적 긴장감', [서울의 봄] 메인 예고편",2023-11-06,2023-11-22,D-16,3728327,20982,5983,A그룹,이후,2주차,Y,정상
서울의 봄,2023-12-05,198569,5067946,2219,8429,1862768675,48417909354,2349066,2703248,15.077566998968951,-15.205807944223311,12184967,"드라마, 스릴러, 액션, 전쟁, 역사, 범죄",141,12,7.497,144,4.3908,"황정민, 정우성, 이성민",Hive Media Corp,Hive Media Corp,"'111초의 압도적 긴장감', [서울의 봄] 메인 예고편",2023-11-06,2023-11-22,D-16,3728327,20982,5983,A그룹,이후,2주차,Y,정상
서울의 봄,2023-12-06,203042,5270988,1979,7340,1899464623,50317373977,2349066,2703248,15.077566998968951,-15.205807944223311,12184967,"드라마, 스릴러, 액션, 전쟁, 역사, 범죄",141,12,7.497,144,4.3908,"황정민, 정우성, 이성민",Hive Media Corp,Hive Media Corp,"'111초의 압도적 긴장감', [서울의 봄] 메인 예고편",2023-11-06,2023-11-22,D-16,3728327,20982,5983,A그룹,이후,3주차,Y,정상
서울의 봄,2023-12-07,200532,5471520,2023,7481,1877097162,52194471139,2349066,2703248,15.077566998968951,-15.205807944223311,12184967,"드라마, 스릴러, 액션, 전쟁, 역사, 범죄",141,12,7.497,144,4.3908,"황정민, 정우성, 이성민",Hive Media Corp,Hive Media Corp,"'111초의 압도적 긴장감', [서울의 봄] 메인 예고편",2023-11-06,2023-11-22,D-16,3728327,20982,5983,A그룹,이후,3주차,Y,정상
서울의 봄,2023-12-08,289920,5761440,2150,8211,2837007458,55031478597,2349066,2703248,15.077566998968951,-15.205807944223311,12184967,"드라마, 스릴러, 액션, 전쟁, 역사, 범죄",141,12,7.497,144,4.3908,"황정민, 정우성, 이성민",Hive Media Corp,Hive Media Corp,"'111초의 압도적 긴장감', [서울의 봄] 메인 예고편",2023-11-06,2023-11-22,D-16,3728327,20982,5983,A그룹,이후,3주차,Y,정상
서울의 봄,2023-12-09,626174,6387614,2301,9331,6305141146,61336619743,2349066,2703248,15.077566998968951,-15.205807944223311,12184967,"드라마, 스릴러, 액션, 전쟁, 역사, 범죄",141,12,7.497,144,4.3908,"황정민, 정우성, 이성민",Hive Media Corp,Hive Media Corp,"'111초의 압도적 긴장감', [서울의 봄] 메인 예고편",2023-11-06,2023-11-22,D-16,3728327,20982,5983,A그룹,이후,3주차,Y,정상
서울의 봄,2023-12-10,584136,6971750,2286,8957,5864091899,67200711642,2349066,2703248,15.077566998968951,-15.205807944223311,12184967,"드라마, 스릴러, 액션, 전쟁, 역사, 범죄",141,12,7.497,144,4.3908,"황정민, 정우성, 이성민",Hive Media Corp,Hive Media Corp,"'111초의 압도적 긴장감', [서울의 봄] 메인 예고편",2023-11-06,2023-11-22,D-16,3728327,20982,5983,A그룹,이후,3주차,Y,정상
서울의 봄,2023-12-11,190750,7162500,2067,7767,1809354996,69010066638,2349066,2703248,15.077566998968951,-15.205807944223311,12184967,"드라마, 스릴러, 액션, 전쟁, 역사, 범죄",141,12,7.497,144,4.3908,"황정민, 정우성, 이성민",Hive Media Corp,Hive Media Corp,"'111초의 압도적 긴장감', [서울의 봄] 메인 예고편",2023-11-06,2023-11-22,D-16,3728327,20982,5983,A그룹,이후,3주차,Y,정상
서울의 봄,2023-12-12,199853,7362353,2137,7798,1893473378,70903540016,2349066,2703248,15.077566998968951,-15.205807944223311,12184967,"드라마, 스릴러, 액션, 전쟁, 역사, 범죄",141,12,7.497,144,4.3908,"황정민, 정우성, 이성민",Hive Media Corp,Hive Media Corp,"'111초의 압도적 긴장감', [서울의 봄] 메인 예고편",2023-11-06,2023-11-22,D-16,3728327,20982,5983,A그룹,이후,3주차,Y,정상
서울의 봄,2023-12-13,188621,7550974,2014,7441,1770750121,72674290137,2349066,2703248,15.077566998968951,-15.205807944223311,12184967,"드라마, 스릴러, 액션, 전쟁, 역사, 범죄",141,12,7.497,144,4.3908,"황정민, 정우성, 이성민",Hive Media Corp,Hive Media Corp,"'111초의 압도적 긴장감', [서울의 봄] 메인 예고편",2023-11-06,2023-11-22,D-16,3728327,20982,5983,A그룹,이후,4주차,Y,정상
서울의 봄,2023-12-14,177959,7728933,2050,7532,1668017747,74342307884,2349066,2703248,15.077566998968951,-15.205807944223311,12184967,"드라마, 스릴러, 액션, 전쟁, 역사, 범죄",141,12,7.497,144,4.3908,"황정민, 정우성, 이성민",Hive Media Corp,Hive Media Corp,"'111초의 압도적 긴장감', [서울의 봄] 메인 예고편",2023-11-06,2023-11-22,D-16,3728327,20982,5983,A그룹,이후,4주차,Y,정상
서울의 봄,2023-12-15,269165,7998098,2156,8174,2645617117,76987925001,2349066,2703248,15.077566998968951,-15.205807944223311,12184967,"드라마, 스릴러, 액션, 전쟁, 역사, 범죄",141,12,7.497,144,4.3908,"황정민, 정우성, 이성민",Hive Media Corp,Hive Media Corp,"'111초의 압도적 긴장감', [서울의 봄] 메인 예고편",2023-11-06,2023-11-22,D-16,3728327,20982,5983,A그룹,이후,4주차,Y,정상
서울의 봄,2023-12-16,497073,8495171,2313,9250,5028097820,82016022821,2349066,2703248,15.077566998968951,-15.205807944223311,12184967,"드라마, 스릴러, 액션, 전쟁, 역사, 범죄",141,12,7.497,144,4.3908,"황정민, 정우성, 이성민",Hive Media Corp,Hive Media Corp,"'111초의 압도적 긴장감', [서울의 봄] 메인 예고편",2023-11-06,2023-11-22,D-16,3728327,20982,5983,A그룹,이후,4주차,Y,정상
서울의 봄,2023-12-17,445484,8940655,2259,8887,4482476400,86498499221,2349066,2703248,15.077566998968951,-15.205807944223311,12184967,"드라마, 스릴러, 액션, 전쟁, 역사, 범죄",141,12,7.497,144,4.3908,"황정민, 정우성, 이성민",Hive Media Corp,Hive Media Corp,"'111초의 압도적 긴장감', [서울의 봄] 메인 예고편",2023-11-06,2023-11-22,D-16,3728327,20982,5983,A그룹,이후,4주차,Y,정상
서울의 봄,2023-12-18,142485,9083140,2065,7799,1356531865,87855031086,2349066,2703248,15.077566998968951,-15.205807944223311,12184967,"드라마, 스릴러, 액션, 전쟁, 역사, 범죄",141,12,7.497,144,4.3908,"황정민, 정우성, 이성민",Hive Media Corp,Hive Media Corp,"'111초의 압도적 긴장감', [서울의 봄] 메인 예고편",2023-11-06,2023-11-22,D-16,3728327,20982,5983,A그룹,이후,4주차,Y,정상
서울의 봄,2023-12-19,135758,9218898,2101,7814,1282724925,89137756011,2349066,2703248,15.077566998968951,-15.205807944223311,12184967,"드라마, 스릴러, 액션, 전쟁, 역사, 범죄",141,12,7.497,144,4.3908,"황정민, 정우성, 이성민",Hive Media Corp,Hive Media Corp,"'111초의 압도적 긴장감', [서울의 봄] 메인 예고편",2023-11-06,2023-11-22,D-16,3728327,20982,5983,A그룹,이후,4주차,Y,정상
서울의 봄,2023-12-20,100346,9319244,1190,3541,955548867,90093304878,2349066,2703248,15.077566998968951,-15.205807944223311,12184967,"드라마, 스릴러, 액션, 전쟁, 역사, 범죄",141,12,7.497,144,4.3908,"황정민, 정우성, 이성민",Hive Media Corp,Hive Media Corp,"'111초의 압도적 긴장감', [서울의 봄] 메인 예고편",2023-11-06,2023-11-22,D-16,3728327,20982,5983,A그룹,이후,5주차,Y,정상
서울의 봄,2023-12-21,103029,9422273,1248,3674,985127363,91078432241,2349066,2703248,15.077566998968951,-15.205807944223311,12184967,"드라마, 스릴러, 액션, 전쟁, 역사, 범죄",141,12,7.497,144,4.3908,"황정민, 정우성, 이성민",Hive Media Corp,Hive Media Corp,"'111초의 압도적 긴장감', [서울의 봄] 메인 예고편",2023-11-06,2023-11-22,D-16,3728327,20982,5983,A그룹,이후,5주차,Y,정상
서울의 봄,2023-12-22,143174,9565447,1400,4084,1422864989,92501297230,2349066,2703248,15.077566998968951,-15.205807944223311,12184967,"드라마, 스릴러, 액션, 전쟁, 역사, 범죄",141,12,7.497,144,4.3908,"황정민, 정우성, 이성민",Hive Media Corp,Hive Media Corp,"'111초의 압도적 긴장감', [서울의 봄] 메인 예고편",2023-11-06,2023-11-22,D-16,3728327,20982,5983,A그룹,이후,5주차,Y,정상
서울의 봄,2023-12-23,302886,9868333,1454,4687,3082233569,95583530799,2349066,2703248,15.077566998968951,-15.205807944223311,12184967,"드라마, 스릴러, 액션, 전쟁, 역사, 범죄",141,12,7.497,144,4.3908,"황정민, 정우성, 이성민",Hive Media Corp,Hive Media Corp,"'111초의 압도적 긴장감', [서울의 봄] 메인 예고편",2023-11-06,2023-11-22,D-16,3728327,20982,5983,A그룹,이후,5주차,Y,정상
서울의 봄,2023-12-24,439672,10308005,1531,4856,4528987684,100112518483,2349066,2703248,15.077566998968951,-15.205807944223311,12184967,"드라마, 스릴러, 액션, 전쟁, 역사, 범죄",141,12,7.497,144,4.3908,"황정민, 정우성, 이성민",Hive Media Corp,Hive Media Corp,"'111초의 압도적 긴장감', [서울의 봄] 메인 예고편",2023-11-06,2023-11-22,D-16,3728327,20982,5983,A그룹,이후,5주차,Y,정상
서울의 봄,2023-12-25,427026,10735031,1481,4657,4376174167,104488692650,2349066,2703248,15.077566998968951,-15.205807944223311,12184967,"드라마, 스릴러, 액션, 전쟁, 역사, 범죄",141,12,7.497,144,4.3908,"황정민, 정우성, 이성민",Hive Media Corp,Hive Media Corp,"'111초의 압도적 긴장감', [서울의 봄] 메인 예고편",2023-11-06,2023-11-22,D-16,3728327,20982,5983,A그룹,이후,5주차,Y,정상
서울의 봄,2023-12-26,128590,10863621,1376,4403,1212319059,105701011709,2349066,2703248,15.077566998968951,-15.205807944223311,12184967,"드라마, 스릴러, 액션, 전쟁, 역사, 범죄",141,12,7.497,144,4.3908,"황정민, 정우성, 이성민",Hive Media Corp,Hive Media Corp,"'111초의 압도적 긴장감', [서울의 봄] 메인 예고편",2023-11-06,2023-11-22,D-16,3728327,20982,5983,A그룹,이후,5주차,Y,정상
서울의 봄,2023-12-27,139572,11003193,1491,4692,1142044679,106843056388,2349066,2703248,15.077566998968951,-15.205807944223311,12184967,"드라마, 스릴러, 액션, 전쟁, 역사, 범죄",141,12,7.497,144,4.3908,"황정민, 정우성, 이성민",Hive Media Corp,Hive Media Corp,"'111초의 압도적 긴장감', [서울의 봄] 메인 예고편",2023-11-06,2023-11-22,D-16,3728327,20982,5983,A그룹,이후,6주차,Y,정상
서울의 봄,2023-12-28,112114,11115307,1504,4823,1056139950,107899196338,2349066,2703248,15.077566998968951,-15.205807944223311,12184967,"드라마, 스릴러, 액션, 전쟁, 역사, 범죄",141,12,7.497,144,4.3908,"황정민, 정우성, 이성민",Hive Media Corp,Hive Media Corp,"'111초의 압도적 긴장감', [서울의 봄] 메인 예고편",2023-11-06,2023-11-22,D-16,3728327,20982,5983,A그룹,이후,6주차,Y,정상
서울의 봄,2023-12-29,156407,11271714,1599,5262,1536419714,109435616052,2349066,2703248,15.077566998968951,-15.205807944223311,12184967,"드라마, 스릴러, 액션, 전쟁, 역사, 범죄",141,12,7.497,144,4.3908,"황정민, 정우성, 이성민",Hive Media Corp,Hive Media Corp,"'111초의 압도적 긴장감', [서울의 봄] 메인 예고편",2023-11-06,2023-11-22,D-16,3728327,20982,5983,A그룹,이후,6주차,Y,정상
서울의 봄,2023-12-30,256589,11528303,1645,5764,2598989312,112034605364,2349066,2703248,15.077566998968951,-15.205807944223311,12184967,"드라마, 스릴러, 액션, 전쟁, 역사, 범죄",141,12,7.497,144,4.3908,"황정민, 정우성, 이성민",Hive Media Corp,Hive Media Corp,"'111초의 압도적 긴장감', [서울의 봄] 메인 예고편",2023-11-06,2023-11-22,D-16,3728327,20982,5983,A그룹,이후,6주차,Y,정상
서울의 봄,2023-12-31,326476,11854779,1654,5748,3315886046,115350491410,2349066,2703248,15.077566998968951,-15.205807944223311,12184967,"드라마, 스릴러, 액션, 전쟁, 역사, 범죄",141,12,7.497,144,4.3908,"황정민, 정우성, 이성민",Hive Media Corp,Hive Media Corp,"'111초의 압도적 긴장감', [서울의 봄] 메인 예고편",2023-11-06,2023-11-22,D-16,3728327,20982,5983,A그룹,이후,6주차,Y,정상
서울의 봄,2024-01-01,262422,12117201,1614,5444,2666429137,118016920547,2349066,2703248,15.077566998968951,-15.205807944223311,12184967,"드라마, 스릴러, 액션, 전쟁, 역사, 범죄",141,12,7.497,144,4.3908,"황정민, 정우성, 이성민",Hive Media Corp,Hive Media Corp,"'111초의 압도적 긴장감', [서울의 봄] 메인 예고편",2023-11-06,2023-11-22,D-16,3728327,20982,5983,A그룹,이후,6주차,Y,정상
서울의 봄,2024-01-02,67766,12184967,1467,4820,645476622,118662397169,2349066,2703248,15.077566998968951,-15.205807944223311,12184967,"드라마, 스릴러, 액션, 전쟁, 역사, 범죄",141,12,7.497,144,4.3908,"황정민, 정우성, 이성민",Hive Media Corp,Hive Media Corp,"'111초의 압도적 긴장감', [서울의 봄] 메인 예고편",2023-11-06,2023-11-22,D-16,3728327,20982,5983,A그룹,이후,6주차,Y,정상
파묘,2024-02-22,330118,336129,1944,7535,3091398151,3149104151,3306929,3293441,-0.4078708675027495,-32.74452931490648,11084677,"미스터리, 공포, 스릴러",133,15,7.506,642,6.0656,"최민식, 김고은, 유해진","Showbox, MCMC, Pinetown Production","Showbox, MCMC, Pinetown Production",험한 것이 나왔다🔍 [파묘] 1차 예고편,2024-01-10,2024-02-22,D-43,3259424,11355,914,A그룹,이후,1주차,N,정상
파묘,2024-02-23,374492,710621,2086,8253,3656005238,6805109389,3306929,3293441,-0.4078708675027495,-32.74452931490648,11084677,"미스터리, 공포, 스릴러",133,15,7.506,642,6.0656,"최민식, 김고은, 유해진","Showbox, MCMC, Pinetown Production","Showbox, MCMC, Pinetown Production",험한 것이 나왔다🔍 [파묘] 1차 예고편,2024-01-10,2024-02-22,D-43,3259424,11355,914,A그룹,이후,1주차,N,정상
파묘,2024-02-24,770974,1481595,2355,9473,7570365687,14375475076,3306929,3293441,-0.4078708675027495,-32.74452931490648,11084677,"미스터리, 공포, 스릴러",133,15,7.506,642,6.0656,"최민식, 김고은, 유해진","Showbox, MCMC, Pinetown Production","Showbox, MCMC, Pinetown Production",험한 것이 나왔다🔍 [파묘] 1차 예고편,2024-01-10,2024-02-22,D-43,3259424,11355,914,A그룹,이후,1주차,N,정상
파묘,2024-02-25,819842,2301437,2351,9262,8041374368,22416849444,3306929,3293441,-0.4078708675027495,-32.74452931490648,11084677,"미스터리, 공포, 스릴러",133,15,7.506,642,6.0656,"최민식, 김고은, 유해진","Showbox, MCMC, Pinetown Production","Showbox, MCMC, Pinetown Production",험한 것이 나왔다🔍 [파묘] 1차 예고편,2024-01-10,2024-02-22,D-43,3259424,11355,914,A그룹,이후,1주차,N,정상
파묘,2024-02-26,328445,2629882,2097,8241,3128245583,25545095027,3306929,3293441,-0.4078708675027495,-32.74452931490648,11084677,"미스터리, 공포, 스릴러",133,15,7.506,642,6.0656,"최민식, 김고은, 유해진","Showbox, MCMC, Pinetown Production","Showbox, MCMC, Pinetown Production",험한 것이 나왔다🔍 [파묘] 1차 예고편,2024-01-10,2024-02-22,D-43,3259424,11355,914,A그룹,이후,1주차,N,정상
파묘,2024-02-27,298464,2928346,2145,8359,2836643376,28381738403,3306929,3293441,-0.4078708675027495,-32.74452931490648,11084677,"미스터리, 공포, 스릴러",133,15,7.506,642,6.0656,"최민식, 김고은, 유해진","Showbox, MCMC, Pinetown Production","Showbox, MCMC, Pinetown Production",험한 것이 나왔다🔍 [파묘] 1차 예고편,2024-01-10,2024-02-22,D-43,3259424,11355,914,A그룹,이후,1주차,N,정상
파묘,2024-02-28,384594,3312940,1885,7156,3082112642,31463851045,3306929,3293441,-0.4078708675027495,-32.74452931490648,11084677,"미스터리, 공포, 스릴러",133,15,7.506,642,6.0656,"최민식, 김고은, 유해진","Showbox, MCMC, Pinetown Production","Showbox, MCMC, Pinetown Production",험한 것이 나왔다🔍 [파묘] 1차 예고편,2024-01-10,2024-02-22,D-43,3259424,11355,914,A그룹,이후,1주차,N,정상
파묘,2024-02-29,384294,3697234,2039,7986,3610802621,35074653666,3306929,3293441,-0.4078708675027495,-32.74452931490648,11084677,"미스터리, 공포, 스릴러",133,15,7.506,642,6.0656,"최민식, 김고은, 유해진","Showbox, MCMC, Pinetown Production","Showbox, MCMC, Pinetown Production",험한 것이 나왔다🔍 [파묘] 1차 예고편,2024-01-10,2024-02-22,D-43,3259424,11355,914,A그룹,이후,2주차,N,정상
파묘,2024-03-01,851600,4548834,2315,9700,8368185017,43442838683,3306929,3293441,-0.4078708675027495,-32.74452931490648,11084677,"미스터리, 공포, 스릴러",133,15,7.506,642,6.0656,"최민식, 김고은, 유해진","Showbox, MCMC, Pinetown Production","Showbox, MCMC, Pinetown Production",험한 것이 나왔다🔍 [파묘] 1차 예고편,2024-01-10,2024-02-22,D-43,3259424,11355,914,A그룹,이후,2주차,N,정상
파묘,2024-03-02,832278,5381112,2367,10068,8173341068,51616179751,3306929,3293441,-0.4078708675027495,-32.74452931490648,11084677,"미스터리, 공포, 스릴러",133,15,7.506,642,6.0656,"최민식, 김고은, 유해진","Showbox, MCMC, Pinetown Production","Showbox, MCMC, Pinetown Production",험한 것이 나왔다🔍 [파묘] 1차 예고편,2024-01-10,2024-02-22,D-43,3259424,11355,914,A그룹,이후,2주차,N,정상
파묘,2024-03-03,652059,6033171,2363,9539,6391559388,58007739139,3306929,3293441,-0.4078708675027495,-32.74452931490648,11084677,"미스터리, 공포, 스릴러",133,15,7.506,642,6.0656,"최민식, 김고은, 유해진","Showbox, MCMC, Pinetown Production","Showbox, MCMC, Pinetown Production",험한 것이 나왔다🔍 [파묘] 1차 예고편,2024-01-10,2024-02-22,D-43,3259424,11355,914,A그룹,이후,2주차,N,정상
파묘,2024-03-04,207996,6241167,2105,8222,1974934886,59982674025,3306929,3293441,-0.4078708675027495,-32.74452931490648,11084677,"미스터리, 공포, 스릴러",133,15,7.506,642,6.0656,"최민식, 김고은, 유해진","Showbox, MCMC, Pinetown Production","Showbox, MCMC, Pinetown Production",험한 것이 나왔다🔍 [파묘] 1차 예고편,2024-01-10,2024-02-22,D-43,3259424,11355,914,A그룹,이후,2주차,N,정상
파묘,2024-03-05,190540,6431707,2148,8294,1797132920,61779806945,3306929,3293441,-0.4078708675027495,-32.74452931490648,11084677,"미스터리, 공포, 스릴러",133,15,7.506,642,6.0656,"최민식, 김고은, 유해진","Showbox, MCMC, Pinetown Production","Showbox, MCMC, Pinetown Production",험한 것이 나왔다🔍 [파묘] 1차 예고편,2024-01-10,2024-02-22,D-43,3259424,11355,914,A그룹,이후,2주차,N,정상
파묘,2024-03-06,174674,6606381,2021,7646,1646470458,63426277403,3306929,3293441,-0.4078708675027495,-32.74452931490648,11084677,"미스터리, 공포, 스릴러",133,15,7.506,642,6.0656,"최민식, 김고은, 유해진","Showbox, MCMC, Pinetown Production","Showbox, MCMC, Pinetown Production",험한 것이 나왔다🔍 [파묘] 1차 예고편,2024-01-10,2024-02-22,D-43,3259424,11355,914,A그룹,이후,2주차,N,정상
파묘,2024-03-07,160362,6766743,2021,7632,1512160342,64938437745,3306929,3293441,-0.4078708675027495,-32.74452931490648,11084677,"미스터리, 공포, 스릴러",133,15,7.506,642,6.0656,"최민식, 김고은, 유해진","Showbox, MCMC, Pinetown Production","Showbox, MCMC, Pinetown Production",험한 것이 나왔다🔍 [파묘] 1차 예고편,2024-01-10,2024-02-22,D-43,3259424,11355,914,A그룹,이후,3주차,N,정상
파묘,2024-03-08,243235,7009978,2098,8267,2370097462,67308535207,3306929,3293441,-0.4078708675027495,-32.74452931490648,11084677,"미스터리, 공포, 스릴러",133,15,7.506,642,6.0656,"최민식, 김고은, 유해진","Showbox, MCMC, Pinetown Production","Showbox, MCMC, Pinetown Production",험한 것이 나왔다🔍 [파묘] 1차 예고편,2024-01-10,2024-02-22,D-43,3259424,11355,914,A그룹,이후,3주차,N,정상
파묘,2024-03-09,559672,7569650,2164,9143,5539634220,72848169427,3306929,3293441,-0.4078708675027495,-32.74452931490648,11084677,"미스터리, 공포, 스릴러",133,15,7.506,642,6.0656,"최민식, 김고은, 유해진","Showbox, MCMC, Pinetown Production","Showbox, MCMC, Pinetown Production",험한 것이 나왔다🔍 [파묘] 1차 예고편,2024-01-10,2024-02-22,D-43,3259424,11355,914,A그룹,이후,3주차,N,정상
파묘,2024-03-10,472287,8041937,2149,8704,4657520048,77505689475,3306929,3293441,-0.4078708675027495,-32.74452931490648,11084677,"미스터리, 공포, 스릴러",133,15,7.506,642,6.0656,"최민식, 김고은, 유해진","Showbox, MCMC, Pinetown Production","Showbox, MCMC, Pinetown Production",험한 것이 나왔다🔍 [파묘] 1차 예고편,2024-01-10,2024-02-22,D-43,3259424,11355,914,A그룹,이후,3주차,N,정상
파묘,2024-03-11,135262,8177199,1940,7450,1288637730,78794327205,3306929,3293441,-0.4078708675027495,-32.74452931490648,11084677,"미스터리, 공포, 스릴러",133,15,7.506,642,6.0656,"최민식, 김고은, 유해진","Showbox, MCMC, Pinetown Production","Showbox, MCMC, Pinetown Production",험한 것이 나왔다🔍 [파묘] 1차 예고편,2024-01-10,2024-02-22,D-43,3259424,11355,914,A그룹,이후,3주차,N,정상
파묘,2024-03-12,121933,8299132,1967,7547,1156046130,79950373335,3306929,3293441,-0.4078708675027495,-32.74452931490648,11084677,"미스터리, 공포, 스릴러",133,15,7.506,642,6.0656,"최민식, 김고은, 유해진","Showbox, MCMC, Pinetown Production","Showbox, MCMC, Pinetown Production",험한 것이 나왔다🔍 [파묘] 1차 예고편,2024-01-10,2024-02-22,D-43,3259424,11355,914,A그룹,이후,3주차,N,정상
파묘,2024-03-13,113406,8412538,1735,6422,1072288620,81022661955,3306929,3293441,-0.4078708675027495,-32.74452931490648,11084677,"미스터리, 공포, 스릴러",133,15,7.506,642,6.0656,"최민식, 김고은, 유해진","Showbox, MCMC, Pinetown Production","Showbox, MCMC, Pinetown Production",험한 것이 나왔다🔍 [파묘] 1차 예고편,2024-01-10,2024-02-22,D-43,3259424,11355,914,A그룹,이후,3주차,N,정상
파묘,2024-03-14,105065,8517603,1754,6456,994488376,82017150331,3306929,3293441,-0.4078708675027495,-32.74452931490648,11084677,"미스터리, 공포, 스릴러",133,15,7.506,642,6.0656,"최민식, 김고은, 유해진","Showbox, MCMC, Pinetown Production","Showbox, MCMC, Pinetown Production",험한 것이 나왔다🔍 [파묘] 1차 예고편,2024-01-10,2024-02-22,D-43,3259424,11355,914,A그룹,이후,4주차,N,정상
파묘,2024-03-15,150668,8668271,1860,7090,1482143003,83499293334,3306929,3293441,-0.4078708675027495,-32.74452931490648,11084677,"미스터리, 공포, 스릴러",133,15,7.506,642,6.0656,"최민식, 김고은, 유해진","Showbox, MCMC, Pinetown Production","Showbox, MCMC, Pinetown Production",험한 것이 나왔다🔍 [파묘] 1차 예고편,2024-01-10,2024-02-22,D-43,3259424,11355,914,A그룹,이후,4주차,N,정상
파묘,2024-03-16,344954,9013225,1959,7986,3425655683,86924949017,3306929,3293441,-0.4078708675027495,-32.74452931490648,11084677,"미스터리, 공포, 스릴러",133,15,7.506,642,6.0656,"최민식, 김고은, 유해진","Showbox, MCMC, Pinetown Production","Showbox, MCMC, Pinetown Production",험한 것이 나왔다🔍 [파묘] 1차 예고편,2024-01-10,2024-02-22,D-43,3259424,11355,914,A그룹,이후,4주차,N,정상
파묘,2024-03-17,285277,9298502,1942,7661,2825194994,89750144011,3306929,3293441,-0.4078708675027495,-32.74452931490648,11084677,"미스터리, 공포, 스릴러",133,15,7.506,642,6.0656,"최민식, 김고은, 유해진","Showbox, MCMC, Pinetown Production","Showbox, MCMC, Pinetown Production",험한 것이 나왔다🔍 [파묘] 1차 예고편,2024-01-10,2024-02-22,D-43,3259424,11355,914,A그룹,이후,4주차,N,정상
파묘,2024-03-18,82399,9380901,1756,6525,784660623,90534804634,3306929,3293441,-0.4078708675027495,-32.74452931490648,11084677,"미스터리, 공포, 스릴러",133,15,7.506,642,6.0656,"최민식, 김고은, 유해진","Showbox, MCMC, Pinetown Production","Showbox, MCMC, Pinetown Production",험한 것이 나왔다🔍 [파묘] 1차 예고편,2024-01-10,2024-02-22,D-43,3259424,11355,914,A그룹,이후,4주차,N,정상
파묘,2024-03-19,71978,9452879,1785,6467,687368620,91222173254,3306929,3293441,-0.4078708675027495,-32.74452931490648,11084677,"미스터리, 공포, 스릴러",133,15,7.506,642,6.0656,"최민식, 김고은, 유해진","Showbox, MCMC, Pinetown Production","Showbox, MCMC, Pinetown Production",험한 것이 나왔다🔍 [파묘] 1차 예고편,2024-01-10,2024-02-22,D-43,3259424,11355,914,A그룹,이후,4주차,N,정상
파묘,2024-03-20,69871,9522750,1617,5969,669540433,91891713687,3306929,3293441,-0.4078708675027495,-32.74452931490648,11084677,"미스터리, 공포, 스릴러",133,15,7.506,642,6.0656,"최민식, 김고은, 유해진","Showbox, MCMC, Pinetown Production","Showbox, MCMC, Pinetown Production",험한 것이 나왔다🔍 [파묘] 1차 예고편,2024-01-10,2024-02-22,D-43,3259424,11355,914,A그룹,이후,4주차,N,정상
파묘,2024-03-21,68249,9590999,1621,5919,652060495,92543774182,3306929,3293441,-0.4078708675027495,-32.74452931490648,11084677,"미스터리, 공포, 스릴러",133,15,7.506,642,6.0656,"최민식, 김고은, 유해진","Showbox, MCMC, Pinetown Production","Showbox, MCMC, Pinetown Production",험한 것이 나왔다🔍 [파묘] 1차 예고편,2024-01-10,2024-02-22,D-43,3259424,11355,914,A그룹,이후,5주차,N,정상
파묘,2024-03-22,108889,9699888,1725,6552,1072072573,93615846755,3306929,3293441,-0.4078708675027495,-32.74452931490648,11084677,"미스터리, 공포, 스릴러",133,15,7.506,642,6.0656,"최민식, 김고은, 유해진","Showbox, MCMC, Pinetown Production","Showbox, MCMC, Pinetown Production",험한 것이 나왔다🔍 [파묘] 1차 예고편,2024-01-10,2024-02-22,D-43,3259424,11355,914,A그룹,이후,5주차,N,정상
파묘,2024-03-23,265402,9965290,1807,7402,2641611585,96257458340,3306929,3293441,-0.4078708675027495,-32.74452931490648,11084677,"미스터리, 공포, 스릴러",133,15,7.506,642,6.0656,"최민식, 김고은, 유해진","Showbox, MCMC, Pinetown Production","Showbox, MCMC, Pinetown Production",험한 것이 나왔다🔍 [파묘] 1차 예고편,2024-01-10,2024-02-22,D-43,3259424,11355,914,A그룹,이후,5주차,N,정상
파묘,2024-03-24,243741,10209031,1790,7056,2414405556,98671863896,3306929,3293441,-0.4078708675027495,-32.74452931490648,11084677,"미스터리, 공포, 스릴러",133,15,7.506,642,6.0656,"최민식, 김고은, 유해진","Showbox, MCMC, Pinetown Production","Showbox, MCMC, Pinetown Production",험한 것이 나왔다🔍 [파묘] 1차 예고편,2024-01-10,2024-02-22,D-43,3259424,11355,914,A그룹,이후,5주차,N,정상
파묘,2024-03-25,90174,10299205,1660,6208,853039751,99524903647,3306929,3293441,-0.4078708675027495,-32.74452931490648,11084677,"미스터리, 공포, 스릴러",133,15,7.506,642,6.0656,"최민식, 김고은, 유해진","Showbox, MCMC, Pinetown Production","Showbox, MCMC, Pinetown Production",험한 것이 나왔다🔍 [파묘] 1차 예고편,2024-01-10,2024-02-22,D-43,3259424,11355,914,A그룹,이후,5주차,N,정상
